customer_id,acc_number,first_name,last_name,date_of_birth,address,state,city,phone_number,email_address,age,marital_status,number_of_dependents,occupation,employment_status,annual_income,income_sources
135,907693000000,Ela,Raja,03-Oct-74,"H.No. 07, Issac Chowk
Gorakhpur-131348",Assam,Gangtok,4507708360,myra17@example.net,49,married,5,Hospital pharmacist,unemployed,1799470,Salary
136,230252000000,Aradhya,Seshadri,19-Apr-89,"15/659, Ahuja Ganj
Satna 768672",Uttar Pradesh,Guwahati,7684206045,karankashvi@example.com,35,single,0,Ship broker,self-employed,573360,Business
137,292909000000,Himmat,Mammen,31-Mar-59,"146
Sanghvi Street, Jalna 869235",Bihar,Tirunelveli,8966986722,mehuliyengar@example.org,65,married,5,Community education officer,self-employed,828075,Salary
138,238355000000,Zaina,Garde,22-Apr-98,"H.No. 68
Dixit Ganj
Ambala-150077",Gujarat,Kurnool,4273967532,choprarohan@example.net,26,divorced,2,Photographer,unemployed,1084623,Business
139,626583000000,Suhana,Dewan,21-Aug-05,"H.No. 02, Bhattacharyya Path, Avadi-324926",Tripura,Narasaraopet,8915165176,ela46@example.org,18,divorced,1,"Biochemist, clinical",employed,1864234,Salary
140,240003000000,Aarna,Chadha,08-Jan-66,"H.No. 237
Sandhu Marg, Sasaram-498502",Madhya Pradesh,Ongole,1271806916,ramakrishnanahana@example.com,58,divorced,4,Make,unemployed,1263692,Business
141,834863000000,Ryan,Tata,18-Jul-67,"H.No. 213, Rajan Marg, North Dumdum-084676",Punjab,Gwalior,8265067696,samravidur@example.org,57,married,5,Chartered certified accountant,employed,347913,Business
142,311450000000,Hridaan,Dua,19-Feb-61,"H.No. 588
Mallick Marg, Ramgarh-877899",Goa,Shimla,3596416717,aarush60@example.org,63,divorced,1,Chief Marketing Officer,self-employed,775787,Business
143,349191000000,Myra,Dhar,13-Jul-00,"H.No. 63, Khare Marg, Moradabad-003567",Goa,Suryapet,2748698665,jshroff@example.org,24,divorced,2,Volunteer coordinator,employed,1619270,Salary
144,320197000000,Neysa,Goda,26-May-56,"H.No. 315, Cheema Ganj, Madanapalle 479891",Goa,Nandyal,3674892636,darshit14@example.com,68,married,3,Naval architect,unemployed,1750966,Salary
145,696269000000,Anahi,Zachariah,01-May-53,"80/10
Mani Path
Nanded 998515",Uttar Pradesh,Kolhapur,1664931866,karhazel@example.net,71,married,1,Health promotion specialist,employed,1299997,Business
146,401659000000,Nitya,Shenoy,02-Aug-70,"49/558
Goel Circle
Avadi 144184",Goa,Korba,6797936535,alia47@example.com,54,single,4,Oceanographer,unemployed,1077609,Business
147,217917000000,Uthkarsh,Devi,14-Aug-79,"31/43, Sunder Chowk, Darbhanga-476796",West Bengal,Jalgaon,3842004199,vidur95@example.com,45,divorced,4,Television/film/video producer,self-employed,1690127,Business
148,965313000000,Seher,Dugar,11-Jul-72,"48/334
Loyal Circle, Nagaon 852844",Manipur,Mau,1592249922,anahita96@example.net,52,married,3,"Solicitor, Scotland",self-employed,1674219,Business
149,732096000000,Miraya,Lad,02-Mar-84,"H.No. 90
Kalla Zila, Naihati-493112",Andhra Pradesh,Unnao,6441257475,jthakkar@example.org,40,single,0,Surgeon,self-employed,1323496,Salary
150,293590000000,Sana,Sem,01-Jun-86,"32/24
Ram Circle, Firozabad-542956",Bihar,Khora ,7782435253,mehuldada@example.org,38,married,3,Clinical embryologist,self-employed,1413662,Business
151,335305000000,Ehsaan,Ghose,08-Apr-93,"86/75, Jhaveri Marg
Parbhani 333961",Maharashtra,Faridabad,8287979330,balanurvi@example.net,31,divorced,4,Hospital doctor,self-employed,1810324,Business
152,533026000000,Divit,Gour,20-Aug-69,"42/979
Kakar Zila
Bidhannagar 918015",Punjab,Dibrugarh,4851464924,jivin53@example.net,54,married,0,Meteorologist,unemployed,386114,Salary
153,454615000000,Divij,Jain,04-Nov-70,"46
Konda Nagar
Sikar 500560",Mizoram,Tiruppur,8818701106,pranay42@example.org,53,single,4,Further education lecturer,self-employed,429893,Salary
154,118875000000,Khushi,Gole,01-Jul-57,"625
Shenoy Zila, Jehanabad-541781",Uttar Pradesh,Ghaziabad,8848043482,koshylagan@example.com,67,single,3,Health service manager,employed,570738,Business
155,597593000000,Ranbir,Mannan,07-Dec-62,"49/407, Khurana Path
Ludhiana 371710",Rajasthan,Allahabad,3242823920,ftandon@example.com,61,married,5,Race relations officer,self-employed,1188086,Business
156,400528000000,Aaryahi,Brar,26-Aug-64,"H.No. 91
Gala Road, Gurgaon 293581",Chhattisgarh,Medininagar,7792069955,ahans@example.net,59,married,4,Materials engineer,employed,532878,Salary
157,105210000000,Nitara,Savant,25-Apr-95,"02/90
Baral Road
Rajpur Sonarpur-036428",Telangana,Amritsar,1684591905,cshroff@example.com,29,married,4,"Teacher, adult education",self-employed,889923,Business
158,285142000000,Piya,Loke,30-Apr-54,"57
Grover Ganj
Jammu 617413",West Bengal,Silchar,9524149798,tripathipari@example.net,70,married,1,Chief Strategy Officer,employed,693500,Business
159,641658000000,Kabir,Magar,13-Jan-66,"76/67
Suri Nagar
Nandyal 832790",Haryana,Eluru,2360867424,agarwalzara@example.org,58,married,4,Biomedical scientist,self-employed,626769,Salary
160,809303000000,Jayant,Varghese,13-Jun-84,"389
Dara Zila
Guntur 197806",Assam,Raurkela Industrial Township,5733266945,aayushvora@example.com,40,single,2,Clothing/textile technologist,self-employed,1105080,Business
161,582541000000,Ira,Gill,27-Mar-66,"H.No. 95
Magar Street
Latur-798505",Punjab,Ludhiana,2239775348,ldhaliwal@example.org,58,married,3,Contracting civil engineer,employed,1283398,Business
162,673655000000,Manjari,Karpe,06-Nov-93,"56/381, Chandra Circle
Indore-932642",Odisha,Erode,1706660827,aaryahidayal@example.org,30,married,2,Further education lecturer,employed,441115,Business
163,677275000000,Hazel,Walla,31-Dec-71,"65, Mangal Street, Asansol-793586",Manipur,Hazaribagh,8484111297,gillryan@example.net,52,married,0,"Producer, television/film/video",employed,673326,Business
164,670581000000,Miraan,Aurora,26-May-66,"37/836
Gaba Road, Anantapuram-579022",Rajasthan,Sambalpur,8594830395,rthaker@example.com,58,married,5,"Engineer, chemical",self-employed,551148,Business
165,576720000000,Abram,Dora,09-Sep-88,"26
Dani, Ajmer-274440",Chhattisgarh,Chandigarh,5175658411,ramadhanuk@example.net,35,married,0,"Surveyor, building control",employed,820961,Business
166,416847000000,Ishaan,Balakrishnan,02-Mar-78,"597, Ganesh
Bijapur-095625",Madhya Pradesh,North Dumdum,4878627443,evabath@example.net,46,divorced,4,Public affairs consultant,unemployed,753558,Salary
167,640443000000,Raunak,Dass,18-Jan-68,"111
Ray Chowk, Kadapa-768563",Assam,Mahbubnagar,8976710456,hiranramachandran@example.com,56,married,2,"Research officer, political party",employed,1301953,Salary
168,486405000000,Vardaniya,Badal,10-Oct-84,"46, Dara Road
Ahmedabad 279564",Jharkhand,Chennai,7326868420,onkar89@example.com,39,married,3,Pathologist,self-employed,308219,Business
169,863214000000,Kashvi,Chaudhry,07-Jan-54,"H.No. 56, Shukla Zila
Durg-815608",Jharkhand,Muzaffarpur,3563937446,venkataramangatik@example.net,70,married,1,Site engineer,employed,1856510,Business
170,743630000000,Hazel,Chad,17-Jan-61,"434, Goel Path
Imphal-505390",Tripura,Dharmavaram,6131156297,banerjeestuvan@example.org,63,married,1,"Designer, multimedia",employed,1329941,Salary
171,578512000000,Nitya,Kakar,22-Jan-65,"H.No. 75, Hayre Street
Agra 627866",Nagaland,Gulbarga,8753052022,fmannan@example.org,59,married,0,IT sales professional,self-employed,467548,Salary
172,567287000000,Priyansh,D’Alia,18-Mar-51,"H.No. 55, Sharma Nagar, Korba-599010",Tamil Nadu,Chennai,8293306152,dhanukyohannan@example.net,73,divorced,5,Applications developer,employed,1736626,Business
173,292515000000,Prisha,Sanghvi,30-May-80,"20/34, Kala Street
Bharatpur-428445",Goa,Darbhanga,4523780796,kimayachada@example.com,44,single,2,Health visitor,unemployed,848694,Salary
174,901404000000,Vihaan,Kale,06-Apr-61,"340, Ganesan Circle
Delhi-498709",Arunachal Pradesh,Allahabad,9790519485,fbrar@example.org,63,married,1,Agricultural consultant,employed,1964650,Salary
175,733743000000,Azad,Talwar,13-Dec-04,"H.No. 62, Gole Street
Alwar-111003",Telangana,Munger,2734951724,jramesh@example.net,19,married,2,Dramatherapist,unemployed,1983425,Salary
176,888069000000,Hansh,Rama,18-Jan-94,"23
Rattan Zila
Bulandshahr-978835",Madhya Pradesh,Kurnool,3880055434,zarakapadia@example.org,30,married,0,Police officer,employed,435433,Salary
177,864554000000,Devansh,Desai,10-Mar-53,"22
Salvi Ganj
Madhyamgram 445875",Sikkim,Mira-Bhayandar,3767526214,vyashansh@example.net,71,divorced,3,"Scientist, research (maths)",employed,412887,Salary
178,491164000000,Jayesh,Handa,22-Oct-64,"H.No. 666
Varma Road
Sagar 784310",Nagaland,Nandyal,6909964635,farhansen@example.org,59,divorced,2,"Horticulturist, amenity",self-employed,799861,Business
179,555769000000,Samaira,Seshadri,21-Dec-93,"036
Jhaveri Zila
Bihar Sharif-724550",Assam,Mahbubnagar,5174817748,nbasu@example.net,30,single,4,Lawyer,unemployed,982767,Salary
180,657457000000,Prerak,Chandran,24-Apr-01,"H.No. 77
Aggarwal
Tiruchirappalli-516180",Manipur,Korba,6113609411,darshitbasu@example.com,23,divorced,1,Homeopath,self-employed,1236643,Business
181,425747000000,Onkar,Dubey,10-Jul-53,"73/241, Shan Nagar
Coimbatore 557455",Himachal Pradesh,Ramgarh,9271018391,dhanuktella@example.org,71,divorced,0,Secondary school teacher,employed,1919389,Salary
182,839796000000,Taimur,Kohli,30-Sep-99,"H.No. 710
Barman Zila, Agartala-922320",Rajasthan,Lucknow,8307205626,malhotraneelofar@example.net,24,married,1,"Accountant, chartered certified",employed,541515,Salary
183,258931000000,Miraya,Barad,11-Dec-79,"030
Comar Street, Jaunpur-132396",West Bengal,Jhansi,4661712323,dalalishaan@example.org,44,divorced,2,Clinical research associate,employed,779392,Salary
184,486211000000,Onkar,Tank,18-May-61,"H.No. 311
Chander Path, Rohtak-842892",Madhya Pradesh,Sri Ganganagar,1932715538,zaina73@example.org,63,single,0,Glass blower/designer,unemployed,737959,Salary
185,247745000000,Yakshit,Sahota,28-Jan-53,"H.No. 574
Tara Zila
Kirari Suleman Nagar 687130",Karnataka,Shivpuri,7953679210,hbrahmbhatt@example.com,71,divorced,1,Race relations officer,unemployed,882750,Salary
186,451802000000,Tara,Lalla,08-Nov-05,"90/19
Bal Marg, South Dumdum-050093",Meghalaya,Bidhannagar,8429967135,ehsaandayal@example.com,18,divorced,1,Armed forces logistics/support/administrative officer,employed,838436,Business
187,898151000000,Taimur,Handa,10-Dec-60,"00/15, Chaudhry Circle, Hindupur-830940",Maharashtra,Katni,4432821292,anaybarad@example.net,63,married,4,"Engineer, site",employed,710591,Salary
188,944142000000,Indrans,Bava,15-May-89,"27/81, Karpe Path, Nagercoil-616337",Assam,Ambarnath,6961708452,nityasoman@example.com,35,single,0,"Psychotherapist, dance movement",self-employed,1651596,Business
189,668554000000,Mahika,Bobal,07-Dec-01,"47, Mangal Nagar, Panihati 044914",Mizoram,Varanasi,3409881043,deshmukhjivika@example.com,22,married,4,Fine artist,self-employed,908480,Salary
190,523227000000,Himmat,Gole,28-Apr-95,"242
Arya Zila, Raichur 492580",Uttarakhand,Amaravati,5518108020,vchanda@example.net,29,married,1,Clinical biochemist,self-employed,1972214,Salary
191,113474000000,Vihaan,Hari,19-Mar-55,"24, Doctor Circle
Bijapur 330157",Uttarakhand,Bardhaman,8693140526,dhanuk79@example.net,69,divorced,5,Communications engineer,unemployed,846876,Salary
192,961252000000,Hridaan,Shukla,02-Sep-59,"587, Bassi, Thanjavur 725498",Punjab,Bihar Sharif,8851664165,vritikachawla@example.com,64,single,0,Newspaper journalist,unemployed,857894,Salary
193,318225000000,Riaan,Basak,27-Dec-00,"53/07, Garg Chowk, Nashik 618636",Karnataka,Hindupur,9413569358,ndyal@example.com,23,married,3,"Journalist, broadcasting",unemployed,421652,Business
194,752127000000,Amani,Bhat,17-Oct-54,"973
Doshi Marg, Naihati-707694",Madhya Pradesh,Danapur,6479058160,madantejas@example.net,69,divorced,2,Product/process development scientist,self-employed,1234760,Salary
195,188207000000,Advika,Rajan,27-Sep-55,"H.No. 706, Chhabra Nagar, Mehsana 235908",Punjab,Rourkela,9888450387,lsuri@example.net,68,married,3,Software engineer,self-employed,466854,Salary
196,488774000000,Akarsh,Dube,21-Jul-60,"51/20, Ratti Ganj
Amaravati 261190",Madhya Pradesh,Bharatpur,7995385171,okeer@example.org,64,divorced,5,"Psychotherapist, dance movement",employed,902412,Business
197,442248000000,Ryan,Lalla,03-Apr-83,"87, Kara Ganj
Chapra 728064",Andhra Pradesh,Surendranagar Dudhrej,8457717333,rati89@example.com,41,married,3,"Production assistant, television",employed,1621412,Salary
198,456319000000,Rasha,Ramaswamy,17-Feb-53,"184
De Path
Ahmedabad-573688",Assam,Motihari,5546185527,idutt@example.org,71,divorced,2,Advertising account planner,unemployed,584008,Business
199,497129000000,Diya,Subramaniam,26-Apr-82,"H.No. 556, Krishnamurthy Circle, Eluru 901845",Maharashtra,Rajpur Sonarpur,4413301984,deylagan@example.com,42,single,2,Hydrographic surveyor,unemployed,1453239,Salary
200,976681000000,Anaya,Wagle,28-Apr-04,"H.No. 62
Kohli Chowk
Thrissur 956699",Gujarat,Ramagundam,4861156380,seher98@example.net,20,divorced,4,Economist,employed,1316001,Salary
201,917616000000,Rania,Suri,21-Feb-64,"15, Subramanian Circle
Tirupati-549777",Andhra Pradesh,Bhatpara,7642734893,umangsehgal@example.org,60,single,0,Fashion designer,self-employed,626941,Business
202,599629000000,Vardaniya,Dugal,27-May-59,"760, Kothari Road
Mira-Bhayandar-965886",Odisha,Bidar,9383321683,shamik06@example.net,65,divorced,0,Multimedia programmer,self-employed,495566,Salary
203,685633000000,Aarav,Tata,15-Feb-66,"56/423, Sampath Marg, Haridwar 385648",Jharkhand,Gandhinagar,4377334181,galayuvraj@example.com,58,divorced,3,Orthoptist,employed,365082,Salary
204,384752000000,Shamik,Sur,29-Jul-84,"H.No. 848, Aggarwal Ganj, Sultan Pur Majra-572505",Telangana,Firozabad,4645039014,fbarad@example.net,40,married,1,Meteorologist,self-employed,703348,Business
205,514047000000,Anay,Chanda,10-Dec-68,"48/440, Bahri, Asansol-057458",Sikkim,Anand,2743519730,iwason@example.com,55,married,1,Contractor,employed,724682,Salary
206,628176000000,Nayantara,Swamy,03-May-82,"H.No. 175
Brar Marg, Pudukkottai 067279",Goa,Mahbubnagar,1949650717,krishbala@example.net,42,married,4,"Engineer, building services",employed,1210213,Salary
207,674202000000,Hunar,Kant,19-Jul-54,"26/206
Chakrabarti Ganj
Khandwa-604079",West Bengal,Bilaspur,6222998610,rameshveer@example.net,70,divorced,5,Psychiatric nurse,unemployed,1846120,Business
208,446626000000,Vihaan,Choudhry,05-Jul-00,"H.No. 317, Karnik Nagar, Buxar-036371",Odisha,Buxar,4654759581,qdeep@example.com,24,single,2,Information systems manager,employed,1037963,Business
209,552477000000,Diya,Shanker,18-Aug-51,"361
Apte Path, Dehradun-778714",Punjab,Kozhikode,7362221109,chaudhuriahana@example.com,73,divorced,1,"Nurse, children's",employed,311018,Salary
210,287126000000,Taimur,Comar,24-Jun-78,"84
Guha Chowk, Berhampore 162399",Gujarat,Ludhiana,1865359968,sahil63@example.net,46,married,3,Ranger/warden,employed,1290786,Salary
211,407869000000,Neelofar,Rastogi,11-May-83,"H.No. 592
Loke Zila
Farrukhabad-605805",Mizoram,Giridih,6556781054,samar62@example.net,41,married,2,Land/geomatics surveyor,unemployed,1377172,Business
212,151767000000,Ishaan,Basak,06-Apr-71,"13/971, Dasgupta Ganj
Ahmedabad-430938",Punjab,Patna,1350644260,indrajit76@example.net,53,married,4,"Engineer, civil (consulting)",unemployed,783498,Business
213,506021000000,Riya,Chada,24-Jul-78,"39/798
Rastogi Path
Sikar-536866",Karnataka,Karaikudi,5649524008,yakshit91@example.org,46,divorced,4,Chief Strategy Officer,self-employed,359430,Salary
214,286268000000,Faiyaz,Sachar,28-Sep-03,"67, Shankar Chowk
Gopalpur-300018",Manipur,Mangalore,8291499933,ira56@example.net,20,married,1,Risk analyst,employed,1260857,Business
215,723352000000,Advika,Borde,27-Apr-66,"17/544, Dash Chowk, Gulbarga 189686",Bihar,Thane,5249987256,taranwadhwa@example.net,58,married,1,Insurance broker,employed,351433,Business
216,671401000000,Nirvaan,Singh,30-Aug-94,"50, Ganguly Chowk
Khandwa 856721",Goa,Visakhapatnam,8241729217,ranbirsha@example.com,29,married,1,Exhibition designer,self-employed,851956,Business
217,901547000000,Samarth,Gara,03-Feb-55,"H.No. 42
Bajwa Circle, Hapur 868942",Gujarat,Nagaon,8889912133,nirvi97@example.org,69,married,1,"Conservator, furniture",self-employed,1804731,Salary
218,203913000000,Ira,Gulati,28-Dec-74,"68, Bhandari Circle, Chinsurah-541659",Manipur,Tenali,4391752214,urviwable@example.net,49,married,1,Special effects artist,unemployed,850854,Business
219,183640000000,Jiya,Bal,25-Jun-90,"H.No. 14
Arora Road, Tiruppur 642849",Punjab,Baranagar,1918967883,rbal@example.org,34,married,3,Product/process development scientist,unemployed,1217834,Business
220,713002000000,Urvi,Singh,28-Dec-67,"149, Sengupta Road, Naihati-638866",Rajasthan,Kanpur,5627668906,gokuldube@example.com,56,married,5,"Editor, film/video",unemployed,1909282,Salary
221,677916000000,Neysa,Maharaj,01-Aug-85,"549
Karpe Street, Mahbubnagar 278020",Tamil Nadu,Ludhiana,3581915663,mehulkala@example.org,39,divorced,0,"Radiographer, diagnostic",self-employed,1073172,Salary
222,717121000000,Urvi,Vala,20-Mar-86,"H.No. 00
Ranganathan Nagar
Tiruvottiyur 128640",Karnataka,Dibrugarh,8399841068,raunakramanathan@example.net,38,single,2,Sports coach,unemployed,495058,Salary
223,463381000000,Tarini,D’Alia,03-Dec-97,"70/21, Sama Path, Pondicherry 697713",Uttar Pradesh,Anantapuram,7642372006,lankavritika@example.net,26,divorced,4,Medical secretary,self-employed,1403781,Business
224,159184000000,Yasmin,Rout,03-Jan-69,"H.No. 39
Deol Chowk
Haldia 139453",Kerala,Salem,4409915764,jainmamooty@example.net,55,single,0,Management consultant,employed,1516939,Business
225,583640000000,Samaira,Apte,15-Apr-93,"98/04
Hora Road, Akola 953806",Bihar,Bangalore,6719355214,ddeshmukh@example.net,31,married,3,Trading standards officer,unemployed,1281373,Salary
226,740708000000,Lavanya,Krishna,26-Feb-03,"951
Mangal Ganj
Malegaon 806903",Jharkhand,Avadi,3866904177,bhavinacharya@example.com,21,single,4,Actuary,self-employed,1506631,Salary
227,318030000000,Badal,Kala,24-May-62,"058, Rajan
Bidar-480283",Gujarat,Hindupur,3210457084,bailnayantara@example.net,62,single,3,Clinical psychologist,self-employed,1980840,Salary
228,101951000000,Yuvaan,Sabharwal,24-Oct-03,"569
Guha
Naihati 517162",Himachal Pradesh,Kulti,1107470888,uthkarshwarrior@example.net,20,divorced,0,Gaffer,employed,648907,Business
229,694345000000,Ishaan,Rege,10-Oct-75,"H.No. 48, Krishna Path
Varanasi 799853",Uttar Pradesh,Salem,7769096973,chanderlakshit@example.org,48,single,1,"Investment banker, corporate",self-employed,1722465,Salary
230,884489000000,Shamik,Saraf,02-Apr-79,"425, Dutta Zila, Salem-817519",Andhra Pradesh,Yamunanagar,9353306431,gokul31@example.com,45,married,4,Nature conservation officer,employed,1418974,Business
231,269168000000,Hazel,Johal,17-Aug-52,"55/637
Atwal Nagar
Gorakhpur 372645",Mizoram,Tumkur,2682445035,saksham32@example.org,72,single,2,"Nurse, adult",unemployed,1667984,Business
232,602251000000,Divij,Bedi,23-Nov-56,"680, Trivedi Nagar
Erode-260061",Manipur,Madurai,6918702415,boasekiaan@example.com,67,married,4,"Investment banker, operational",employed,1120906,Business
233,933695000000,Drishya,Deshpande,06-May-76,"87/96, Bajwa Marg
Sambalpur-355429",Uttarakhand,Aizawl,6271958191,skibe@example.net,48,married,0,Editorial assistant,employed,333097,Salary
